waktu,level,pesan,durasi_ms,status
2026-08-02T16:15:43,ERROR,pembayaran gagal order=INV-2752,1328,500
2026-08-02T16:19:51,INFO,backup harian selesai,45,200
2026-08-02T16:22:04,INFO,halaman dashboard dimuat,258,200
2026-08-02T16:24:10,INFO,sinkronisasi data selesai,176,200
2026-08-02T16:37:18,INFO,backup harian selesai,123,200
2026-08-02T16:49:51,INFO,cache diperbarui,166,200
2026-08-02T17:10:05,INFO,login berhasil user=user-328,141,200
2026-08-02T17:21:18,INFO,cache diperbarui,112,200
2026-08-02T17:22:05,INFO,email notifikasi terkirim,285,200
2026-08-02T17:34:10,INFO,backup harian selesai,205,200
2026-08-02T17:38:47,INFO,cache diperbarui,274,200
2026-08-02T17:47:45,INFO,sinkronisasi data selesai,168,200
2026-08-02T18:04:58,ERROR,file tidak ditemukan /data/8548.csv,3655,404
2026-08-02T18:13:41,INFO,email notifikasi terkirim,50,200
2026-08-02T18:23:59,INFO,sinkronisasi data selesai,87,200
2026-08-02T18:57:16,INFO,halaman dashboard dimuat,71,200
2026-08-02T19:02:19,INFO,cache diperbarui,238,200
2026-08-02T19:05:22,INFO,cache diperbarui,255,200
2026-08-02T19:16:07,INFO,sinkronisasi data selesai,36,200
2026-08-02T20:08:15,ERROR,file tidak ditemukan /data/5486.csv,816,404
2026-08-02T20:30:47,INFO,email notifikasi terkirim,61,200
2026-08-02T20:34:06,WARN,retry koneksi database,1647,429
2026-08-02T20:40:07,ERROR,pembayaran gagal order=INV-5739,1814,404
2026-08-02T20:45:27,INFO,backup harian selesai,22,200
2026-08-02T21:06:47,ERROR,pembayaran gagal order=INV-2923,1416,500
2026-08-02T21:24:12,INFO,cache diperbarui,99,200
2026-08-02T21:33:32,INFO,email notifikasi terkirim,198,200
2026-08-02T21:56:58,INFO,backup harian selesai,271,200
2026-08-02T22:26:15,INFO,backup harian selesai,253,200
2026-08-02T22:30:57,INFO,sinkronisasi data selesai,266,200
2026-08-02T22:56:27,INFO,sinkronisasi data selesai,15,200
2026-08-02T23:03:03,INFO,backup harian selesai,115,200
2026-08-02T23:22:14,WARN,token kedaluwarsa user=user-145,529,200
2026-08-03T00:11:06,INFO,email notifikasi terkirim,24,200
2026-08-03T00:18:17,ERROR,pembayaran gagal order=INV-8720,2896,500
2026-08-03T00:31:37,INFO,sinkronisasi data selesai,242,200
2026-08-03T00:49:13,INFO,backup harian selesai,259,200
2026-08-03T00:52:13,WARN,retry koneksi database,1669,200
2026-08-03T01:29:17,INFO,cache diperbarui,201,200
2026-08-03T01:42:04,INFO,backup harian selesai,7,200
2026-08-03T01:47:21,INFO,backup harian selesai,227,200
2026-08-03T01:48:14,WARN,token kedaluwarsa user=user-183,1374,429
2026-08-03T02:24:55,INFO,email notifikasi terkirim,291,200
2026-08-03T03:00:12,INFO,halaman dashboard dimuat,31,200
2026-08-03T03:06:01,ERROR,pembayaran gagal order=INV-8332,1043,404
2026-08-03T03:08:27,INFO,cache diperbarui,130,200
2026-08-03T03:28:16,INFO,sinkronisasi data selesai,77,200
2026-08-03T03:29:29,ERROR,file tidak ditemukan /data/5560.csv,1236,404
2026-08-03T03:36:34,INFO,halaman dashboard dimuat,230,200
2026-08-03T03:46:27,WARN,memori 80% terpakai,391,429
2026-08-03T03:49:02,WARN,token kedaluwarsa user=user-255,1283,429
2026-08-03T03:49:17,WARN,token kedaluwarsa user=user-205,578,200
2026-08-03T03:58:31,INFO,cache diperbarui,213,200
2026-08-03T04:12:13,INFO,backup harian selesai,151,200
2026-08-03T04:50:13,INFO,backup harian selesai,99,200
2026-08-03T04:50:35,ERROR,file tidak ditemukan /data/4062.csv,2421,500
2026-08-03T04:51:38,WARN,token kedaluwarsa user=user-322,807,429
2026-08-03T05:09:34,INFO,login berhasil user=user-370,217,200
2026-08-03T05:13:46,ERROR,pembayaran gagal order=INV-6805,958,500
2026-08-03T06:47:41,WARN,respons lambat endpoint=/api/harga,795,200
2026-08-03T07:25:07,INFO,sinkronisasi data selesai,25,200
2026-08-03T07:27:42,ERROR,timeout endpoint=/api/laporan,584,500
2026-08-03T07:37:36,INFO,login berhasil user=user-388,90,200
2026-08-03T08:02:35,INFO,cache diperbarui,50,200
2026-08-03T08:17:19,ERROR,timeout endpoint=/api/laporan,641,500
2026-08-03T08:28:56,INFO,halaman dashboard dimuat,218,200
2026-08-03T08:29:49,INFO,login berhasil user=user-249,186,200
2026-08-03T08:38:07,INFO,sinkronisasi data selesai,223,200
2026-08-03T08:43:16,INFO,halaman dashboard dimuat,241,200
2026-08-03T08:47:32,WARN,token kedaluwarsa user=user-141,655,429
2026-08-03T08:49:35,ERROR,pembayaran gagal order=INV-2462,2527,404
2026-08-03T08:56:41,INFO,cache diperbarui,298,200
2026-08-03T08:57:19,INFO,backup harian selesai,53,200
2026-08-03T09:12:08,INFO,cache diperbarui,273,200
2026-08-03T09:23:30,WARN,memori 80% terpakai,707,429
2026-08-03T09:27:46,INFO,backup harian selesai,289,200
2026-08-03T09:37:23,INFO,email notifikasi terkirim,101,200
2026-08-03T09:37:46,INFO,email notifikasi terkirim,259,200
2026-08-03T09:58:00,INFO,backup harian selesai,203,200
2026-08-03T10:09:36,WARN,token kedaluwarsa user=user-225,833,200
2026-08-03T10:19:04,WARN,token kedaluwarsa user=user-323,1413,429
2026-08-03T10:21:27,INFO,email notifikasi terkirim,225,200
2026-08-03T10:32:31,INFO,sinkronisasi data selesai,57,200
2026-08-03T11:14:18,ERROR,gagal koneksi database,1381,500
2026-08-03T11:54:06,INFO,cache diperbarui,166,200
2026-08-03T11:58:13,WARN,memori 80% terpakai,1721,200
2026-08-03T12:00:01,INFO,cache diperbarui,174,200
2026-08-03T13:16:11,INFO,cache diperbarui,37,200
2026-08-03T14:02:04,WARN,token kedaluwarsa user=user-015,1264,429
2026-08-03T14:09:52,INFO,halaman dashboard dimuat,12,200
2026-08-03T14:13:02,INFO,cache diperbarui,9,200
2026-08-03T14:18:44,INFO,halaman dashboard dimuat,285,200
2026-08-03T14:18:48,INFO,email notifikasi terkirim,12,200
2026-08-03T14:31:41,INFO,email notifikasi terkirim,277,200
2026-08-03T14:43:08,ERROR,timeout endpoint=/api/laporan,2886,500
2026-08-03T14:54:41,INFO,halaman dashboard dimuat,92,200
2026-08-03T15:02:09,INFO,login berhasil user=user-073,211,200
2026-08-03T15:09:06,INFO,halaman dashboard dimuat,137,200
2026-08-03T15:26:54,INFO,backup harian selesai,187,200
2026-08-03T15:35:14,WARN,token kedaluwarsa user=user-396,1581,429
2026-08-03T16:12:41,WARN,token kedaluwarsa user=user-202,1297,429
2026-08-03T16:23:59,INFO,sinkronisasi data selesai,275,200
2026-08-03T16:38:35,INFO,sinkronisasi data selesai,77,200
2026-08-03T16:47:21,WARN,token kedaluwarsa user=user-049,601,429
2026-08-03T16:49:54,INFO,backup harian selesai,109,200
2026-08-03T16:50:36,INFO,email notifikasi terkirim,129,200
2026-08-03T16:56:50,INFO,halaman dashboard dimuat,70,200
2026-08-03T17:29:29,INFO,email notifikasi terkirim,138,200
2026-08-03T17:31:13,INFO,email notifikasi terkirim,157,200
2026-08-03T17:34:11,WARN,retry koneksi database,512,200
2026-08-03T17:57:42,INFO,halaman dashboard dimuat,101,200
2026-08-03T18:10:38,ERROR,gagal koneksi database,2059,500
2026-08-03T18:20:23,WARN,memori 80% terpakai,1656,200
2026-08-03T18:46:47,INFO,backup harian selesai,62,200
2026-08-03T18:51:33,INFO,login berhasil user=user-306,202,200
2026-08-03T19:02:20,INFO,sinkronisasi data selesai,120,200
2026-08-03T19:18:48,WARN,token kedaluwarsa user=user-384,1936,429
2026-08-03T19:49:23,INFO,email notifikasi terkirim,281,200
2026-08-03T19:56:34,WARN,memori 80% terpakai,510,200
2026-08-03T20:02:47,INFO,sinkronisasi data selesai,71,200
2026-08-03T20:13:30,INFO,sinkronisasi data selesai,81,200
2026-08-03T20:23:58,INFO,login berhasil user=user-062,247,200
2026-08-03T20:56:38,WARN,retry koneksi database,1588,200
2026-08-03T21:09:32,ERROR,pembayaran gagal order=INV-5531,1543,500
2026-08-03T21:45:57,INFO,email notifikasi terkirim,170,200
2026-08-03T22:13:59,INFO,login berhasil user=user-363,44,200
2026-08-03T22:43:32,INFO,email notifikasi terkirim,66,200
2026-08-03T22:51:40,WARN,retry koneksi database,1975,429
2026-08-03T23:16:20,INFO,backup harian selesai,46,200
2026-08-03T23:25:02,INFO,halaman dashboard dimuat,78,200
2026-08-03T23:34:49,INFO,halaman dashboard dimuat,99,200
2026-08-03T23:47:12,INFO,email notifikasi terkirim,48,200
2026-08-03T23:59:06,WARN,respons lambat endpoint=/api/harga,1706,200
2026-08-04T00:25:11,INFO,halaman dashboard dimuat,49,200
2026-08-04T01:39:48,INFO,halaman dashboard dimuat,164,200
2026-08-04T02:16:59,INFO,backup harian selesai,91,200
2026-08-04T02:23:50,ERROR,pembayaran gagal order=INV-9140,2757,500
2026-08-04T02:29:39,INFO,email notifikasi terkirim,111,200
2026-08-04T02:44:17,INFO,backup harian selesai,243,200
2026-08-04T03:00:31,INFO,halaman dashboard dimuat,195,200
2026-08-04T03:06:35,INFO,cache diperbarui,234,200
2026-08-04T03:14:40,INFO,sinkronisasi data selesai,293,200
2026-08-04T04:30:35,INFO,cache diperbarui,255,200
2026-08-04T04:43:13,INFO,email notifikasi terkirim,256,200
2026-08-04T05:08:11,INFO,sinkronisasi data selesai,80,200
2026-08-04T05:18:29,INFO,backup harian selesai,134,200
2026-08-04T05:22:51,INFO,sinkronisasi data selesai,165,200
2026-08-04T05:44:02,ERROR,file tidak ditemukan /data/8890.csv,2265,500
2026-08-04T05:52:35,INFO,halaman dashboard dimuat,186,200
2026-08-04T06:15:05,WARN,memori 80% terpakai,1639,429
2026-08-04T06:24:27,INFO,backup harian selesai,213,200
2026-08-04T06:31:36,INFO,login berhasil user=user-341,166,200
2026-08-04T06:36:48,INFO,cache diperbarui,44,200
2026-08-04T06:41:11,INFO,sinkronisasi data selesai,176,200
2026-08-04T06:48:21,INFO,halaman dashboard dimuat,106,200
2026-08-04T07:05:20,WARN,memori 80% terpakai,648,200
2026-08-04T07:06:28,INFO,cache diperbarui,25,200
2026-08-04T07:37:54,INFO,login berhasil user=user-105,175,200
2026-08-04T07:42:04,INFO,email notifikasi terkirim,71,200
2026-08-04T07:45:45,WARN,respons lambat endpoint=/api/harga,1046,200
2026-08-04T07:47:37,INFO,cache diperbarui,55,200
2026-08-04T07:50:47,INFO,cache diperbarui,254,200
2026-08-04T08:06:27,WARN,token kedaluwarsa user=user-306,1724,429
2026-08-04T08:09:34,INFO,login berhasil user=user-399,135,200
2026-08-04T08:24:14,INFO,cache diperbarui,183,200
2026-08-04T08:36:37,WARN,memori 80% terpakai,1331,200
2026-08-04T08:37:42,WARN,respons lambat endpoint=/api/harga,1284,429
2026-08-04T08:48:01,INFO,cache diperbarui,22,200
2026-08-04T09:40:13,INFO,halaman dashboard dimuat,243,200
2026-08-04T09:44:20,WARN,retry koneksi database,1781,429
2026-08-04T09:53:34,INFO,cache diperbarui,167,200
2026-08-04T10:47:48,INFO,backup harian selesai,125,200
2026-08-04T10:54:46,INFO,login berhasil user=user-280,174,200
2026-08-04T11:17:04,WARN,retry koneksi database,1822,429
2026-08-04T11:28:54,INFO,backup harian selesai,94,200
2026-08-04T11:52:30,INFO,login berhasil user=user-181,153,200
2026-08-04T12:05:35,WARN,retry koneksi database,1659,429
2026-08-04T12:49:32,INFO,cache diperbarui,228,200
2026-08-04T12:59:58,INFO,halaman dashboard dimuat,9,200
2026-08-04T13:03:46,INFO,sinkronisasi data selesai,39,200
2026-08-04T13:05:34,INFO,sinkronisasi data selesai,254,200
2026-08-04T13:08:42,INFO,halaman dashboard dimuat,66,200
2026-08-04T13:33:35,INFO,sinkronisasi data selesai,253,200
2026-08-04T13:38:04,WARN,retry koneksi database,1852,200
2026-08-04T14:12:59,INFO,sinkronisasi data selesai,232,200
2026-08-04T14:42:48,INFO,login berhasil user=user-316,175,200
2026-08-04T14:56:34,INFO,backup harian selesai,238,200
2026-08-04T15:07:36,WARN,token kedaluwarsa user=user-074,1118,429
2026-08-04T15:23:41,INFO,sinkronisasi data selesai,233,200
2026-08-04T15:33:23,INFO,halaman dashboard dimuat,254,200
2026-08-04T15:39:39,INFO,sinkronisasi data selesai,221,200
2026-08-04T16:25:40,INFO,email notifikasi terkirim,252,200
2026-08-04T17:10:06,INFO,backup harian selesai,39,200
2026-08-04T17:16:34,ERROR,gagal koneksi database,2439,500
2026-08-04T17:28:56,WARN,respons lambat endpoint=/api/harga,1422,200
2026-08-04T17:41:00,WARN,retry koneksi database,1200,200
2026-08-04T18:10:40,WARN,memori 80% terpakai,315,429
2026-08-04T18:10:58,INFO,cache diperbarui,20,200
2026-08-04T18:12:59,INFO,halaman dashboard dimuat,244,200
2026-08-04T18:25:17,ERROR,timeout endpoint=/api/laporan,1030,404
2026-08-04T18:25:52,WARN,token kedaluwarsa user=user-015,1288,429
2026-08-04T18:34:16,INFO,backup harian selesai,273,200
2026-08-04T18:52:08,ERROR,gagal koneksi database,1353,404
2026-08-04T18:56:03,INFO,email notifikasi terkirim,30,200
2026-08-04T19:01:18,WARN,retry koneksi database,958,429
2026-08-04T19:08:50,INFO,login berhasil user=user-099,80,200
2026-08-04T19:17:38,INFO,halaman dashboard dimuat,14,200
2026-08-04T20:07:45,ERROR,gagal koneksi database,875,500
2026-08-04T20:36:27,INFO,login berhasil user=user-119,292,200
2026-08-04T20:47:28,INFO,sinkronisasi data selesai,97,200
2026-08-04T20:56:57,WARN,respons lambat endpoint=/api/harga,1224,429
2026-08-04T21:55:00,WARN,respons lambat endpoint=/api/harga,1333,429
2026-08-04T23:03:35,WARN,retry koneksi database,1390,200
2026-08-04T23:09:28,INFO,login berhasil user=user-240,273,200
2026-08-04T23:10:24,INFO,login berhasil user=user-248,164,200
2026-08-04T23:49:17,INFO,backup harian selesai,208,200
2026-08-05T00:07:02,INFO,email notifikasi terkirim,74,200
2026-08-05T00:11:25,ERROR,gagal koneksi database,1890,404
2026-08-05T00:46:13,INFO,sinkronisasi data selesai,268,200
2026-08-05T00:54:37,INFO,email notifikasi terkirim,114,200
2026-08-05T01:26:53,INFO,sinkronisasi data selesai,230,200
2026-08-05T01:42:43,INFO,email notifikasi terkirim,33,200
2026-08-05T01:51:00,WARN,respons lambat endpoint=/api/harga,1773,200
2026-08-05T03:13:02,INFO,cache diperbarui,66,200
2026-08-05T03:23:08,INFO,login berhasil user=user-309,48,200
2026-08-05T04:15:54,WARN,memori 80% terpakai,1129,429
2026-08-05T04:19:19,INFO,cache diperbarui,247,200
2026-08-05T04:32:14,INFO,login berhasil user=user-091,209,200
2026-08-05T04:41:31,WARN,token kedaluwarsa user=user-119,1064,200
2026-08-05T04:42:07,INFO,cache diperbarui,65,200
2026-08-05T05:43:53,INFO,cache diperbarui,219,200
2026-08-05T05:46:42,INFO,halaman dashboard dimuat,271,200
2026-08-05T06:33:53,ERROR,gagal koneksi database,3728,404
2026-08-05T07:14:45,INFO,cache diperbarui,35,200
2026-08-05T07:41:02,WARN,token kedaluwarsa user=user-265,1753,429
2026-08-05T08:00:28,INFO,login berhasil user=user-046,226,200
2026-08-05T08:10:04,WARN,token kedaluwarsa user=user-068,941,429
2026-08-05T08:48:39,ERROR,timeout endpoint=/api/laporan,1096,404
2026-08-05T09:31:14,INFO,email notifikasi terkirim,280,200
2026-08-05T10:11:43,INFO,login berhasil user=user-105,117,200
2026-08-05T10:13:11,INFO,login berhasil user=user-153,125,200
2026-08-05T10:22:37,INFO,cache diperbarui,34,200
2026-08-05T10:52:46,INFO,login berhasil user=user-045,103,200
2026-08-05T11:02:42,INFO,sinkronisasi data selesai,212,200
2026-08-05T11:24:13,INFO,halaman dashboard dimuat,207,200
2026-08-05T11:30:32,INFO,backup harian selesai,176,200
2026-08-05T11:30:54,INFO,backup harian selesai,241,200
2026-08-05T12:38:46,INFO,halaman dashboard dimuat,248,200
2026-08-05T12:47:43,INFO,sinkronisasi data selesai,7,200
2026-08-05T13:11:01,INFO,backup harian selesai,112,200
2026-08-05T13:28:25,ERROR,file tidak ditemukan /data/2785.csv,1122,404
2026-08-05T13:30:27,INFO,backup harian selesai,113,200
2026-08-05T13:37:50,WARN,retry koneksi database,486,429
2026-08-05T13:43:35,INFO,email notifikasi terkirim,118,200
2026-08-05T14:30:38,WARN,respons lambat endpoint=/api/harga,1220,200
2026-08-05T14:38:17,WARN,retry koneksi database,1677,200
2026-08-05T14:43:57,INFO,login berhasil user=user-245,269,200
2026-08-05T14:50:22,INFO,halaman dashboard dimuat,150,200
2026-08-05T14:59:37,ERROR,gagal koneksi database,3541,404
2026-08-05T15:25:05,WARN,token kedaluwarsa user=user-362,1816,429
2026-08-05T15:48:56,INFO,backup harian selesai,130,200
2026-08-05T15:50:16,INFO,cache diperbarui,157,200
2026-08-05T15:53:31,INFO,login berhasil user=user-152,101,200
2026-08-05T16:03:14,INFO,sinkronisasi data selesai,165,200
2026-08-05T16:19:51,INFO,email notifikasi terkirim,135,200
2026-08-05T16:38:11,INFO,backup harian selesai,197,200
2026-08-05T17:03:39,WARN,respons lambat endpoint=/api/harga,1349,200
2026-08-05T17:36:33,INFO,cache diperbarui,148,200
2026-08-05T17:53:19,WARN,memori 80% terpakai,1686,200
2026-08-05T18:15:28,ERROR,timeout endpoint=/api/laporan,1530,404
2026-08-05T18:25:39,INFO,backup harian selesai,154,200
2026-08-05T19:01:31,INFO,email notifikasi terkirim,96,200
2026-08-05T19:55:27,INFO,login berhasil user=user-323,28,200
